ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,APPROVED
5095370,M,Y,Y,1,315000.0,Working,Higher education,Separated,House / apartment,-16166,-2531,1,0,0,0,Managers,2.0,1
5095390,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11493,-1284,1,0,1,0,Other,2.0,1
5095399,F,Y,Y,0,450000.0,State servant,Higher education,Married,House / apartment,-19804,-1161,1,0,0,0,Core staff,2.0,1
5095412,F,N,N,0,90000.0,Working,Secondary / secondary special,Single / not married,With parents,-11352,-308,1,0,0,0,Sales staff,1.0,0
5095417,M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,-11723,-1830,1,1,0,1,Other,2.0,1
5095442,F,N,Y,1,99000.0,Working,Incomplete higher,Married,House / apartment,-12390,-1922,1,1,1,0,Sales staff,3.0,1
5095461,F,N,Y,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10707,-765,1,0,0,0,HR staff,1.0,0
5095468,M,Y,Y,2,225000.0,Commercial associate,Higher education,Married,House / apartment,-13170,-704,1,0,1,0,Core staff,4.0,1
5095470,F,Y,Y,1,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,-17091,-127,1,0,0,0,Laborers,3.0,1
5095474,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12628,-1861,1,1,1,0,Sales staff,2.0,0
5095495,F,N,Y,0,337500.0,State servant,Higher education,Married,House / apartment,-12797,-2318,1,0,0,0,Core staff,2.0,1
5095507,F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,-12086,-4175,1,0,1,0,Managers,2.0,1
5095511,F,Y,Y,1,157500.0,Working,Higher education,Married,House / apartment,-11849,-2775,1,0,0,0,Sales staff,3.0,1
5095512,M,Y,Y,0,297000.0,Working,Secondary / secondary special,Married,House / apartment,-20509,-1161,1,0,1,0,Other,2.0,1
5095518,M,Y,N,0,270000.0,State servant,Higher education,Single / not married,With parents,-13331,-3476,1,0,0,0,Accountants,1.0,0
5095543,M,Y,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,-14369,-4633,1,0,1,0,Managers,2.0,1
5095557,M,N,N,2,225000.0,Working,Incomplete higher,Married,House / apartment,-11602,-3962,1,1,0,0,Laborers,4.0,1
5095559,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-16343,-584,1,1,0,0,Laborers,2.0,1
5095563,F,N,N,0,49500.0,Working,Secondary / secondary special,Married,House / apartment,-11624,-949,1,1,1,0,Sales staff,2.0,1
5095569,F,N,N,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-11636,-1680,1,1,0,0,Sales staff,3.0,1
5095570,F,N,N,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18355,-1954,1,1,0,0,Laborers,2.0,1
5095584,M,N,N,0,360000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9834,-615,1,0,0,0,Core staff,1.0,1
5095585,F,N,N,0,270000.0,Working,Incomplete higher,Civil marriage,House / apartment,-8784,-278,1,1,0,1,Medicine staff,2.0,1
5095590,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10956,-2076,1,0,0,0,Laborers,2.0,1
5095592,F,N,N,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8660,-919,1,0,1,0,Sales staff,1.0,0
5095615,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11214,-1254,1,0,0,0,Other,3.0,1
5095626,F,N,N,0,135000.0,Working,Incomplete higher,Married,House / apartment,-10390,-370,1,0,0,0,Other,2.0,1
5095627,F,N,N,1,171261.0,State servant,Secondary / secondary special,Single / not married,Rented apartment,-9673,-493,1,0,0,0,Medicine staff,2.0,0
5095631,M,Y,N,1,180000.0,Working,Higher education,Married,House / apartment,-11178,-219,1,0,0,0,Drivers,3.0,1
5095636,F,N,N,0,128542.5,Commercial associate,Higher education,Single / not married,Rented apartment,-9351,-370,1,1,0,1,Sales staff,1.0,1
5095640,F,N,N,1,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-10928,-1558,1,0,0,0,Sales staff,3.0,1
5095662,M,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-22142,-3749,1,0,1,0,Managers,2.0,0
5095684,M,N,N,2,216000.0,Working,Secondary / secondary special,Married,House / apartment,-14740,-1040,1,0,1,0,Laborers,4.0,1
5095721,M,Y,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9423,-1405,1,0,0,0,Laborers,3.0,0
5095732,M,Y,N,2,178200.0,Working,Higher education,Married,House / apartment,-11291,-1589,1,0,1,0,Core staff,4.0,0
5095735,M,N,N,0,405000.0,Commercial associate,Higher education,Married,House / apartment,-18267,-2045,1,1,0,0,Managers,2.0,1
5095736,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12988,-431,1,1,0,0,Sales staff,1.0,0
5095766,F,Y,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-14436,-401,1,0,0,0,Sales staff,1.0,1
5095771,F,N,N,0,139500.0,Commercial associate,Higher education,Single / not married,House / apartment,-8943,-158,1,0,1,0,Sales staff,1.0,1
5095777,F,N,N,0,175500.0,Working,Secondary / secondary special,Married,House / apartment,-18868,-10993,1,1,0,0,Other,2.0,1
5095789,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16624,-4054,1,0,0,0,Laborers,2.0,1
5095801,M,Y,N,1,252000.0,State servant,Higher education,Married,House / apartment,-12483,-1650,1,1,1,0,High skill tech staff,3.0,1
5095809,F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10720,-128,1,1,0,0,Sales staff,4.0,1
5095814,F,N,N,3,112500.0,Working,Incomplete higher,Married,Municipal apartment,-15447,-2470,1,1,0,0,Sales staff,5.0,1
5095826,F,N,N,0,45000.0,Working,Higher education,Married,House / apartment,-18406,-3111,1,1,0,0,Accountants,2.0,1
5095833,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15634,-158,1,1,0,0,Laborers,2.0,1
5095839,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14882,-1132,1,1,1,0,Laborers,2.0,0
5095841,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12285,-97,1,0,1,0,Laborers,1.0,1
5095845,F,N,N,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-13924,-2593,1,1,0,0,Medicine staff,2.0,1
5095850,F,N,N,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-20657,-5637,1,0,0,0,Accountants,1.0,1
5095887,M,Y,N,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-12120,-4602,1,1,1,0,Managers,2.0,0
5095895,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,-16018,-2532,1,1,1,0,Managers,3.0,1
5095902,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15429,-1589,1,0,0,0,Core staff,1.0,1
5095907,F,N,N,0,90000.0,Working,Higher education,Civil marriage,House / apartment,-10561,-2257,1,1,0,0,Core staff,2.0,1
5095937,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17340,-3596,1,0,1,0,Managers,2.0,0
5095941,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-16112,-6337,1,1,1,0,Managers,2.0,1
5095948,F,N,N,2,193500.0,Working,Higher education,Married,With parents,-15011,-7614,1,1,1,0,Other,4.0,1
5095956,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16395,-7371,1,1,0,0,Managers,2.0,0
5095987,M,N,N,0,121500.0,Working,Incomplete higher,Married,House / apartment,-14011,-3718,1,1,0,0,Laborers,2.0,1
5095988,M,N,N,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-15403,-2349,1,1,0,0,Managers,2.0,0
5095991,M,Y,N,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-19378,-858,1,1,1,0,Laborers,2.0,1
5096017,F,Y,N,1,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-15208,-3993,1,1,1,0,Managers,2.0,1
5096029,F,Y,N,1,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15063,-1193,1,0,0,0,Laborers,2.0,1
5096031,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-12391,-3596,1,1,0,0,Medicine staff,2.0,1
5096034,F,N,N,0,202500.0,Working,Higher education,Married,Municipal apartment,-17822,-10689,1,1,0,0,Security staff,2.0,1
5096039,F,N,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-14924,-2257,1,1,0,0,HR staff,2.0,1
5096042,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,With parents,-11631,-584,1,1,0,0,Other,2.0,1
5096052,M,N,N,0,67500.0,Working,Higher education,Single / not married,With parents,-11686,-2227,1,1,1,0,Laborers,1.0,0
5096071,M,N,N,1,207000.0,State servant,Higher education,Married,Office apartment,-14891,-2623,1,0,0,0,Core staff,3.0,1
5096117,M,Y,N,0,292500.0,State servant,Secondary / secondary special,Separated,Office apartment,-17967,-4937,1,0,0,0,Managers,1.0,0
5096120,F,N,N,1,157500.0,Working,Higher education,Single / not married,House / apartment,-11828,-2135,1,1,1,0,Accountants,2.0,1
5096128,M,Y,N,2,225000.0,Working,Higher education,Married,House / apartment,-15327,-1040,1,1,0,0,Managers,4.0,1
5096132,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15997,-1892,1,1,1,0,Laborers,3.0,1
5096137,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18513,-2470,1,0,0,0,Drivers,2.0,0
5096159,M,N,N,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10134,-1619,1,0,1,0,Laborers,4.0,0
5096165,F,N,N,1,135000.0,Working,Higher education,Single / not married,House / apartment,-10714,-189,1,1,1,0,Realty agents,2.0,1
5096167,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19601,-796,1,0,0,0,High skill tech staff,2.0,1
5096173,M,N,N,0,225000.0,State servant,Higher education,Single / not married,With parents,-8523,-431,1,0,0,0,Core staff,1.0,0
5096176,F,N,N,0,270000.0,Working,Higher education,Single / not married,House / apartment,-15611,-2958,1,0,0,0,Laborers,1.0,1
5096183,F,N,N,0,153000.0,Working,Secondary / secondary special,Married,House / apartment,-14715,-2654,1,1,0,0,Security staff,2.0,1
5096189,M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,-15490,-3445,1,0,0,0,Other,2.0,1
5096205,F,N,N,0,103500.0,Working,Secondary / secondary special,Separated,House / apartment,-15715,-3657,1,1,0,0,Cooking staff,1.0,1
5096210,M,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14211,-158,1,1,0,0,Low-skill Laborers,2.0,1
5096219,M,Y,N,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13023,-6122,1,0,0,0,Laborers,2.0,1
5096223,F,N,N,1,63000.0,Working,Secondary / secondary special,Married,House / apartment,-13405,-888,1,1,0,0,Sales staff,3.0,0
5096226,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17551,-2015,1,1,1,0,Laborers,2.0,1
5096233,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17087,-7310,1,1,1,0,Medicine staff,2.0,1
5096255,M,N,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12703,-3141,1,0,1,0,Laborers,4.0,1
5096257,F,N,N,0,90000.0,Working,Higher education,Single / not married,House / apartment,-9627,-189,1,0,0,0,Core staff,1.0,1
5096270,M,N,N,0,265500.0,Working,Higher education,Single / not married,House / apartment,-21950,-3111,1,0,0,0,Laborers,1.0,1
5096278,F,N,N,0,360000.0,Commercial associate,Higher education,Separated,House / apartment,-18168,-3931,1,1,1,0,Other,1.0,1
5096286,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18359,-11785,1,0,0,0,Medicine staff,2.0,1
5096296,F,N,N,0,450000.0,Working,Higher education,Married,House / apartment,-10939,-2288,1,1,0,0,Managers,2.0,1
5096317,M,Y,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9517,-158,1,0,0,0,Core staff,1.0,1
5096330,F,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10303,-1527,1,1,1,0,Laborers,2.0,0
5096346,M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18214,-5210,1,1,1,0,Laborers,2.0,1
5096358,M,Y,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-12286,-4146,1,0,0,0,Other,1.0,1
5096362,F,N,N,2,148500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12765,-1374,1,0,0,0,Sales staff,4.0,1
5096373,F,Y,N,0,207000.0,Working,Higher education,Married,House / apartment,-14761,-3718,1,1,1,0,HR staff,2.0,1
5096390,M,Y,N,0,391500.0,Commercial associate,Higher education,Single / not married,House / apartment,-21897,-3810,1,1,1,1,Managers,1.0,1
5096394,F,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-14174,-1405,1,1,0,0,Core staff,2.0,1
5096400,M,Y,N,0,405000.0,Working,Higher education,Married,House / apartment,-18655,-3200,1,1,1,0,High skill tech staff,2.0,1
5096412,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-16876,-97,1,1,0,0,Other,2.0,0
5096423,M,Y,N,0,270000.0,Commercial associate,Higher education,Separated,House / apartment,-11621,-2349,1,0,1,0,Other,1.0,0
5096429,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15948,-4572,1,0,0,0,Laborers,1.0,1
5096443,F,N,N,1,144000.0,Commercial associate,Higher education,Married,House / apartment,-12753,-1315,1,1,1,0,Other,3.0,1
5096458,F,N,N,0,202500.0,State servant,Higher education,Single / not married,House / apartment,-16946,-4054,1,0,1,0,Secretaries,1.0,1
5096476,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-23155,-401,1,0,1,0,Cleaning staff,2.0,1
5096479,F,N,N,0,103500.0,Working,Higher education,Married,House / apartment,-15989,-6640,1,1,1,0,Other,2.0,1
5096491,F,N,N,2,103500.0,Commercial associate,Higher education,Married,House / apartment,-12987,-3537,1,0,1,0,High skill tech staff,4.0,0
5096500,F,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18043,-3262,1,1,1,0,Cooking staff,3.0,1
5096520,F,N,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-14041,-705,1,0,1,0,Accountants,2.0,1
5096525,F,N,N,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13425,-584,1,1,0,0,Cleaning staff,2.0,0
5096526,F,N,N,0,135000.0,Working,Secondary / secondary special,Widow,Co-op apartment,-20012,-584,1,0,0,0,Core staff,1.0,1
5096531,F,Y,N,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14775,-4327,1,1,0,0,Medicine staff,2.0,1
5096588,F,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11398,-1619,1,1,1,0,Core staff,1.0,1
5096600,F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,-13528,-980,1,1,1,0,Core staff,3.0,1
5096613,M,Y,N,5,211500.0,Working,Secondary / secondary special,Married,House / apartment,-13817,-1892,1,1,0,0,Laborers,7.0,1
5096627,F,Y,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10240,-1589,1,1,0,0,Other,1.0,1
5096635,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14209,-7249,1,1,0,0,Other,2.0,1
5096641,F,Y,N,2,135000.0,Working,Higher education,Civil marriage,Municipal apartment,-11008,-1285,1,1,1,0,Sales staff,4.0,0
5096651,F,N,N,1,211500.0,Working,Secondary / secondary special,Married,House / apartment,-17519,-1132,1,0,0,0,Core staff,3.0,1
5096656,F,N,N,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-22152,-10870,1,1,1,0,Other,2.0,1
5096671,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22339,-2988,1,1,0,0,Cleaning staff,2.0,1
5096681,F,Y,N,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,-12906,-4602,1,1,1,0,Drivers,2.0,1
5096706,F,N,N,0,166500.0,State servant,Secondary / secondary special,Married,House / apartment,-16416,-4692,1,0,1,0,Managers,2.0,1
5096725,M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10910,-2349,1,1,0,0,Laborers,2.0,1
5096732,M,Y,N,0,225000.0,State servant,Higher education,Married,Co-op apartment,-14536,-3415,1,0,1,0,Managers,2.0,0
5096751,M,Y,N,0,328500.0,Working,Higher education,Married,House / apartment,-14897,-2654,1,1,1,0,Other,2.0,1
5096758,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-17142,-2166,1,0,0,0,Managers,2.0,1
5096759,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9980,-128,1,0,1,0,Sales staff,3.0,1
5096768,F,N,Y,2,135000.0,State servant,Higher education,Married,House / apartment,-10932,-1680,1,0,0,0,Other,4.0,0
5096794,M,Y,N,2,162000.0,Working,Secondary / secondary special,Married,With parents,-12056,-1711,1,0,0,0,Drivers,4.0,1
5096795,M,Y,Y,0,337500.0,Working,Higher education,Separated,House / apartment,-13188,-584,1,0,0,0,Laborers,1.0,1
5096797,F,N,Y,0,76500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-20145,-11907,1,1,1,0,Sales staff,1.0,1
5096816,M,Y,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11130,-3231,1,0,0,0,Drivers,2.0,1
5096819,F,N,Y,0,315000.0,Commercial associate,Higher education,Separated,House / apartment,-17752,-2380,1,1,1,0,Accountants,1.0,1
5096834,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,Rented apartment,-12792,-158,1,1,0,0,Drivers,2.0,0
5096856,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17975,-3476,1,0,0,0,Drivers,2.0,1
5096869,F,N,N,2,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11154,-1892,1,0,0,0,Secretaries,4.0,0
5096871,M,Y,Y,0,270000.0,Working,Lower secondary,Married,House / apartment,-15054,-1527,1,0,0,0,High skill tech staff,2.0,1
5096874,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-14605,-5363,1,0,0,0,Laborers,3.0,0
5096875,F,N,N,1,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16740,-4294,1,0,0,0,Laborers,3.0,0
5096878,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15830,-8130,1,0,0,0,Laborers,2.0,1
5096881,F,N,Y,1,90000.0,State servant,Higher education,Married,House / apartment,-9764,-1160,1,0,0,1,Core staff,3.0,1
5096883,M,Y,N,1,180000.0,Working,Higher education,Married,House / apartment,-8877,-1737,1,1,1,0,Drivers,3.0,1
5096884,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17441,-1222,1,0,1,0,Cooking staff,2.0,1
5096887,F,N,Y,0,180000.0,State servant,Higher education,Married,House / apartment,-16131,-2133,1,1,0,0,Core staff,2.0,1
5096888,M,Y,N,0,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-17971,-4752,1,0,1,0,Drivers,2.0,1
5096896,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,Rented apartment,-11894,-2926,1,1,0,0,Other,2.0,1
5096899,M,Y,Y,1,270000.0,Working,Higher education,Married,House / apartment,-14573,-5939,1,1,0,0,Other,3.0,1
5096901,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13441,-3078,1,0,1,0,Drivers,3.0,1
5096904,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11877,-1372,1,0,0,0,Core staff,2.0,0
5096905,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17040,-1222,1,1,0,0,Sales staff,1.0,1
5096911,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14476,-4235,1,0,0,0,Other,2.0,1
5096916,M,Y,N,1,112500.0,Commercial associate,Higher education,Married,Municipal apartment,-13353,-1372,1,0,0,0,Laborers,3.0,1
5096918,M,Y,Y,3,225000.0,Commercial associate,Higher education,Married,House / apartment,-13968,-126,1,0,0,0,Other,5.0,1
5096919,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10449,-429,1,0,0,0,Other,2.0,1
5096923,F,Y,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12494,-2256,1,1,0,0,Medicine staff,2.0,0
5096926,F,N,N,0,112500.0,Working,Higher education,Married,House / apartment,-13066,-400,1,1,0,0,Core staff,2.0,0
5096927,F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16163,-1496,1,1,0,0,Laborers,2.0,1
5096935,M,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12838,-672,1,0,0,0,Drivers,2.0,1
5096938,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18543,-1890,1,1,1,0,Managers,2.0,0
5096942,M,Y,N,1,225000.0,Working,Secondary / secondary special,Separated,With parents,-11829,-2225,1,1,1,0,Other,2.0,1
5096943,F,N,N,0,99000.0,Working,Higher education,Single / not married,House / apartment,-9135,-765,1,1,1,0,Core staff,1.0,1
5096946,F,N,N,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,-11386,-369,1,1,0,0,Managers,3.0,1
5096950,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-22688,-4266,1,0,0,0,Medicine staff,2.0,1
5096952,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-21936,-2713,1,1,1,0,Other,2.0,1
5096958,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-19467,-2744,1,0,0,0,Managers,2.0,0
5096961,M,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-20933,-673,1,0,1,0,Drivers,1.0,1
5096962,M,Y,N,0,495000.0,Commercial associate,Higher education,Single / not married,House / apartment,-19130,-5483,1,1,1,0,Managers,1.0,0
5096963,M,Y,N,0,675000.0,Commercial associate,Higher education,Married,House / apartment,-18126,-948,1,0,1,0,Managers,2.0,1
5096965,M,N,Y,2,162000.0,Working,Secondary / secondary special,Married,House / apartment,-11127,-4266,1,0,0,0,Other,4.0,1
5096966,F,N,Y,0,202500.0,Working,Higher education,Separated,House / apartment,-19748,-4082,1,0,1,0,High skill tech staff,1.0,1
5096971,F,Y,N,0,225000.0,Working,Higher education,Married,House / apartment,-16649,-5453,1,0,1,0,Core staff,2.0,1
5096972,F,Y,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-18038,-10475,1,1,0,0,Core staff,2.0,0
5096978,F,Y,N,0,180000.0,Working,Incomplete higher,Single / not married,With parents,-9515,-1921,1,0,0,0,Other,1.0,1
5096982,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Married,With parents,-12378,-3229,1,0,0,0,Managers,3.0,1
5096983,F,N,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-18012,-703,1,0,0,0,Sales staff,1.0,1
5096990,M,N,Y,1,540000.0,Working,Higher education,Married,House / apartment,-11566,-1921,1,0,0,0,Managers,3.0,0
5096991,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-12272,-126,1,0,0,0,Core staff,3.0,1
5096992,F,N,N,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-8942,-218,1,1,1,0,Secretaries,3.0,1
5096993,F,N,N,0,135000.0,Commercial associate,Higher education,Single / not married,With parents,-15730,-4660,1,0,0,0,Other,1.0,0
5096994,F,N,N,0,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11852,-2469,1,0,0,0,Other,2.0,0
5096996,F,Y,N,0,202500.0,State servant,Higher education,Married,House / apartment,-10040,-765,1,1,1,0,Core staff,2.0,1
5097000,F,Y,Y,0,157500.0,State servant,Higher education,Married,House / apartment,-12944,-4082,1,0,0,0,Other,2.0,1
5097002,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-19969,-276,1,0,0,0,Other,1.0,1
5097005,M,Y,Y,2,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,-12387,-338,1,0,0,0,Managers,4.0,1
5097007,F,N,Y,0,225000.0,Working,Higher education,Married,House / apartment,-10582,-2194,1,1,0,0,Managers,2.0,1
5097008,F,N,Y,0,90000.0,Working,Higher education,Single / not married,House / apartment,-11405,-2621,1,0,0,0,Core staff,1.0,0
5097009,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,-10218,-276,1,0,0,0,Sales staff,4.0,1
5097010,F,N,N,0,139500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8710,-642,1,0,1,0,Other,1.0,1
5097012,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-10751,-1039,1,0,0,0,Core staff,2.0,1
5097014,M,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10699,-400,1,1,1,0,Drivers,2.0,1
5097019,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18939,-978,1,0,0,0,Sales staff,2.0,0
5097021,M,Y,N,0,198000.0,Commercial associate,Higher education,Married,House / apartment,-13643,-2956,1,0,0,0,Managers,2.0,1
5097026,M,N,Y,0,315000.0,Working,Incomplete higher,Separated,House / apartment,-12103,-1829,1,1,0,0,Laborers,1.0,1
5097032,F,N,N,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15473,-1649,1,0,0,0,Sales staff,3.0,0
5097033,F,N,N,1,153000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-17504,-1738,1,0,1,0,Laborers,2.0,0
5097034,M,N,N,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-12993,-249,1,1,1,0,Core staff,2.0,0
5097038,F,Y,Y,2,135000.0,Commercial associate,Higher education,Married,House / apartment,-10039,-1313,1,0,0,0,Managers,4.0,1
5097039,F,N,N,0,337500.0,Working,Higher education,Widow,House / apartment,-15658,-188,1,1,1,1,Sales staff,1.0,0
5097044,M,N,N,0,67500.0,Working,Lower secondary,Married,House / apartment,-20406,-3140,1,1,0,0,Laborers,2.0,1
5097045,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19404,-9896,1,1,0,0,Cooking staff,2.0,0
5097053,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20071,-3685,1,1,1,0,Laborers,2.0,1
5097059,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19457,-2407,1,0,0,0,Laborers,4.0,0
5097067,M,Y,Y,1,270000.0,Commercial associate,Higher education,Married,House / apartment,-16282,-2042,1,0,1,0,Managers,3.0,0
